#
# Swarm Host: m1.large | 8GB RAM | 4 VCPU | 80.0GB Disk
#
# Swarm Host 1: web-load-balancer
# Swarm Host 2: mysql
# Swarm Host 3: web-worker-1; web-worker-2
# 
# 
# 
# 
# 
# 
# 
# 
# 
#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#                   |                                                                                   CPU Utilization                                                                                 |                                   SELECT 1                                    |                                     MYSQL                                      |                               WEB LOAD BALANCER                                |                                  WEB WORKER 1                                  |                                  WEB WORKER 2                                  |                                  WEB WORKER 3                                  |
#          sample id|  swarm-manager-avg|      swarm-manager|     swarm-host-avg|       swarm-host-1|       swarm-host-2|       swarm-host-3|           database|      load-balancer|     web-worker-avg|        users-count|       arrival-rate|         throughput|      response-time|       doc-cpu-util|         doc-cpu-sys|      doc-cpu-usage|         doc-memory|       doc-cpu-util|         doc-cpu-sys|      doc-cpu-usage|         doc-memory|       doc-cpu-util|         doc-cpu-sys|      doc-cpu-usage|         doc-memory|       doc-cpu-util|         doc-cpu-sys|      doc-cpu-usage|         doc-memory|       doc-cpu-util|         doc-cpu-sys|      doc-cpu-usage|         doc-memory|
#                   |               (%) |               (%) |               (%) |               (%) |               (%) |               (%) |               (%) |               (%) |               (%) |           (count) |         (req / s) |         (req / s) |               (s) |                   |                    |                   |                   |
#----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       1465870940544              1.1667              1.1667              1.3992              1.9458              0.6017              1.6500          0.00014025          0.00014985          0.00026630                 NaN              3.2327              3.2494             29.9897          0.00014025    14231171130000000         19958616766           350437376          0.00014985    14257138310000000         21364752909            18432000          0.00027612    14296015660000000         39474782458           182378496          0.00025647    14296023640000000         36664485641           171802624                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871009531              0.9333              0.9333              1.3495              1.9467              0.6017              1.5000          0.43159233          0.82408424          0.68372120                 NaN              3.2498              3.2498             28.7385          0.43159233    14231446440000000         21146833622           352501760          0.82408424    14257409780000000         23601894401            18432000          0.65677034    14296291660000000         41287468606           187604992          0.71067205    14296299680000000         38626224767           172830720                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871077530              1.1333              1.1333              1.6256              2.2667              0.6017              2.0083          0.56935215          1.10264960          0.80214887                 NaN              4.6664              4.6831             28.6370          0.56935215    14231717660000000         22691030512           354566144          1.10264960    14257685250000000         26639363247            18526208          0.84016169    14296563780000000         43573716591           190754816          0.76413606    14296571780000000         40705438992           174252032                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871145532              1.1333              1.1333              1.6408              2.3292              0.6017              1.9917          0.56135818          1.05013769          0.70481128                 NaN              4.4664              4.4664             47.2425          0.56135818    14231989030000000         24214388211           354566144          1.05013769    14257956670000000         29489646968            18751488          0.68255707    14296835910000000         45431159138           191500288          0.72706550    14296843890000000         42683856918           175005696                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871213534              1.1000              1.1000              1.7144              2.2083              0.6017              2.3333          0.76926192          1.40123471          0.98202047                 NaN              5.6164              5.6164             27.8724          0.76926192    14232260310000000         26301241945           355360768          1.40123471    14258227940000000         33290776357            18841600          0.93953983    14297107560000000         47983419085           193609728          1.02450111    14297115550000000         45467016620           176414720                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871281535              0.9667              0.9667              1.9978              2.8750              0.6017              2.5167          0.77140912          1.43166017          0.89695230                 NaN              6.3328              6.3328             28.2421          0.77140912    14232531510000000         28393303469           355332096          1.43166017    14258499150000000         37173581914            18948096          0.88138340    14297379390000000         50379283582           193699840          0.91252121    14297387360000000         47947340518           177012736                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871349538              1.3000              1.3000              1.8628              2.5917              0.6017              2.3952          0.93086499          1.71517945          1.09334848                 NaN              6.3330              6.3497             28.3990          0.93086499    14232802770000000         30918367841           356098048          1.71517945    14258770350000000         41825148593            19148800          1.05087231    14297651180000000         53235449428           194043904          1.13582465    14297659170000000         51034625486           176975872                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871417537              1.3000              1.3000              2.4779              3.0792              1.1546              3.2000          0.97824337          1.79696162          1.17127157                 NaN              7.8661              7.8661             28.8242          0.97824337    14233074000000000         33571657341           356098048          1.79696162    14259041670000000         46700664852            19079168          1.11090887    14297922870000000         56253677747           194347008          1.23163426    14297930860000000         54380852614           177070080                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871485537              1.1667              1.1667              2.4890              3.2292              1.1546              3.0833          1.04730831          1.96060357          1.20384831                 NaN              8.0496              8.0496             28.7143          1.04730831    14233345120000000         36411119620           356098048          1.96060357    14259312950000000         52019390211            19214336          1.16400412    14298194560000000         59416160539           194494464          1.24369249    14298202540000000         57759716380           177348608                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871553540              1.1333              1.1333              2.6375              3.5000              1.1546              3.2581          1.01350934          2.04753560          1.25470896                 NaN              9.4995              9.4995             27.5491          1.01350934    14233616340000000         39159959657           356098048          2.04753560    14259583960000000         57568416443            19320832          1.17581896    14298466070000000         62608626593           194465792          1.33359896    14298474040000000         61380437554           177500160                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871621540              1.2000              1.2000              3.4147              5.5250              1.1546              3.5645          1.21296194          2.30761823          1.42502640                 NaN             10.4990             10.4990             27.5857          1.21296194    14233887510000000         42449148554           356098048          2.30761823    14259855090000000         63825061753            19456000          1.35975370    14298737540000000         66299949960           194572288          1.49029910    14298745520000000         65426301552           178225152                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871689541              1.2000              1.2000              2.9890              3.8958              1.1546              3.9167          1.20157837          2.40694367          1.52316235                 NaN             11.1994             11.2161             27.6731          1.20157837    14234158570000000         45706146874           356098048          2.40694367    14260126140000000         70349082582            19849216          1.44517068    14299009030000000         70223443839           195035136          1.60115402    14299017060000000         69774075169           178319360                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871757541              1.4000              1.4000              3.1751              4.1792              1.1546              4.1917          1.32253163          2.60597488          1.65411411                 NaN             12.1992             12.1992             27.8265          1.32253163    14234429600000000         49290604338           356098048          2.60597488    14260397130000000         77411013909            20062208          1.57783111    14299280350000000         74504415210           195112960          1.73039711    14299288320000000         74467950379           178544640                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871825541              1.2667              1.2667              3.3543              4.5500              1.1546              4.3583          1.36027363          2.65720317          1.65375241                 NaN             12.6492             12.6492             27.6232          1.36027363    14234700650000000         52977626005           356098048          2.65720317    14260668160000000         84612831649            20152320          1.57448844    14299551500000000         78773640620           195256320          1.73301637    14299559470000000         79167024268           178524160                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871893541              1.2000              1.2000              3.3571              4.3333              1.1546              4.5833          1.68890394          2.93197229          1.88939154                 NaN             13.8660             13.8493             28.1877          1.68890394    14234971530000000         57552528995           356098048          2.93197229    14260939460000000         92567272474            20221952          1.82294151    14299822800000000         83719280940           195727360          1.95584157    14299830790000000         84473613608           178651136                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465871961541              1.1667              1.1667              3.5370              4.9000              1.1546              4.5565          1.60915174          3.11390776          1.85848352                 NaN             14.3324             14.3157             28.5669          1.60915174    14235242410000000         61911399229           356098048          3.11390776    14261210990000000        101022466213            20242432          1.78418458    14300093830000000         88554956396           195776512          1.93278247    14300101810000000         89711840654           178913280                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465872029592              1.2333              1.2333              3.9678              4.9875              2.0658              4.8500          1.77263356          3.25325550          2.03917185                 NaN             15.4990             15.4823             28.6006          1.77263356    14235513240000000         66712222708           356098048          3.25325550    14261482680000000        109861236073            20508672          1.95216878    14300364710000000         93842991186           196263936          2.12617492    14300372690000000         95471223264           179052544                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
       1465872097549              0.8333              0.8333              4.3553              5.5667              2.0658              5.4333          2.03050114          3.48826082          2.19152385                 NaN             17.1655             17.1655             29.1524          2.03050114    14235783970000000         72209398442           356098048          3.48826082    14261753950000000        119323841211            20824064          2.04820103    14300635440000000         99388085826           196554752          2.33484668    14300643420000000        101792353688           179945472                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN                 NaN
